# of SR,DESCRIPTION,DATETIMEINIT,DATETIMECLOSED,STATUS,PROBADDRESS,SRX,SRY
23256 ,Pick up dead animal(s), 07/21/2015, 07/24/2015,CLOSED,1905 Sangamon Dr,"999,536.80","1,251,133.47"
23257 ,Blade or grade alley, 07/21/2015, 07/22/2015,CLOSED,500 Bash Ct*,"1,012,804.26","1,254,705.10"
23258 ,Miscellaneous forestry request, 07/21/2015, 07/27/2015,CLOSED,82 E University Ave,"1,010,563.21","1,256,413.35"
23259 ,Tree inspection, 07/21/2015, 07/27/2015,CLOSED,703 W Healey St,"1,006,297.48","1,254,502.95"
23260 ,Barricade set up for misc. issues, 07/21/2015, 07/21/2015,CLOSED,610 S State St,"1,008,553.35","1,253,722.11"
23261 ,Sewer backup, 07/21/2015, 07/24/2015,CLOSED,815 W Park Ave,"1,005,440.46","1,256,534.30"
23262 ,Sewer backup, 07/19/2015, 07/21/2015,CLOSED,1512 Holly Hill Dr,"1,001,709.04","1,261,748.91"
23263 ,Miscellaneous street problem, 07/21/2015, 07/27/2015,CLOSED,618 W Hill St,"1,006,498.46","1,257,437.60"
23264 ,Grind out stump, 07/21/2015, 06/06/2017,CLOSED,1011 W White St,"1,004,344.20","1,255,512.33"
23265 ,Request to repair a burnt out streetlight lamp, 07/21/2015, 07/24/2015,CLOSED,Bethume Ct & Dorie Miller Dr,"1,014,045.00","1,260,774.70"
23266 ,Tree hanger, 07/21/2015, 07/27/2015,CLOSED,S Mattis Ave & Sheridan Rd,"1,000,119.60","1,252,203.10"
23267 ,Pick up miscellaneous debris, 07/21/2015, 07/25/2015,CLOSED,1916 Southwood Dr,"998,982.98","1,248,633.63"
23268 ,Request to repair a streetlight, 07/22/2015, 07/24/2015,CLOSED,800 S Fifth St*,"1,012,590.40","1,253,454.01"
23269 ,Pick up abandoned bicycle(s), 07/22/2015, 07/25/2015,CLOSED,2702 Southwood Dr,"996,071.95","1,247,959.00"
23270 ,TSR from Parking Programs, 07/22/2015, 08/07/2015,CLOSED,N Randolph St & W Hill St,"1,008,903.00","1,257,350.10"
23271 ,TSR from Parking Programs, 07/22/2015, 08/26/2015,CLOSED,33 E Washington St,"1,009,714.60","1,257,529.78"
23272 ,Traffic signal/sign issues, 07/22/2015, 09/11/2015,CLOSED,650-698 South 2nd Street,"1,011,215.63","1,254,123.03"
23273 ,Pothole repair, 07/22/2015, 07/23/2015,CLOSED,S McKinley Ave & W Springfield Ave,"1,004,048.00","1,254,967.70"
23274 ,Clean inlet, 07/22/2015, 07/25/2015,CLOSED,2304 Milan Ct,"986,921.59","1,245,549.52"
23275 ,Pick up dead animal(s), 07/22/2015, 07/25/2015,CLOSED,1200 N Chestnut St*,"1,011,405.14","1,260,499.72"
23276 ,Tree inspection, 07/22/2015, 08/24/2015,CLOSED,118 E University Ave,"1,010,911.29","1,256,360.99"
23277 ,All other traffic service requests, 07/22/2015, 08/21/2015,CLOSED,1300 N Market St*,"1,010,670.98","1,260,957.39"
23278 ,All other traffic service requests, 07/22/2015, 11/05/2015,CLOSED,E University Ave & N Sixth St,"1,013,029.80","1,256,315.20"
23279 ,TSR from Parking Programs, 07/22/2015, 08/07/2015,CLOSED,103 Chalmers St,"1,010,853.87","1,252,638.42"
23280 ,TSR from Parking Programs, 07/22/2015, 08/07/2015,CLOSED,300 Chalmers St*,"1,011,919.26","1,252,744.20"
23281 ,Pick up dead animal(s), 07/22/2015, 07/25/2015,CLOSED,N State St & W Eureka St,"1,008,429.90","1,259,634.10"
23282 ,Pick up dead animal(s), 07/22/2015, 07/27/2015,CLOSED,504 East Stoughton,"1,012,705.26","1,255,362.19"
23283 ,Pick up dead animal(s), 07/22/2015, 07/25/2015,CLOSED,Corner of Stoughton and Sixth,"1,013,030.40","1,255,266.39"
23284 ,Pothole repair, 07/23/2015, 07/27/2015,CLOSED,302 West Kirby Avenue,"1,008,475.40","1,249,670.23"
23285 ,Concrete street repair, 07/23/2015, 09/08/2015,CLOSED,207 S Fair St,"1,001,204.14","1,255,772.30"
23286 ,Pothole repair, 07/23/2015, 07/29/2015,CLOSED,3203 West John Street,"993,764.90","1,253,569.53"
23287 ,Signal not cycling properly, 07/23/2015, 07/24/2015,CLOSED,N Neil St & W Columbia Ave,"1,009,364.20","1,258,055.60"
23288 ,Pothole repair, 07/23/2015, 07/27/2015,CLOSED,1302 Lancaster Dr,"1,002,903.68","1,243,958.23"
23289 ,Concrete sidewalk repair, 07/23/2015, 08/04/2016,CLOSED,1501 S Neil St,"1,008,668.94","1,249,960.13"
23290 ,Pick up dead animal(s), 07/23/2015, 07/25/2015,CLOSED,Dawson Dr & W Kirby Ave,"1,006,621.30","1,249,660.50"
23291 ,Pick up dead animal(s), 07/23/2015, 07/27/2015,CLOSED,211 Garwood St,"1,011,389.19","1,260,649.77"
23292 ,Miscellaneous street problem, 07/24/2015, 07/27/2015,CLOSED,207 S Fair St,"1,001,204.14","1,255,772.30"
23293 ,Concrete street repair, 07/24/2015, 08/06/2015,CLOSED,2110 Mayfair Rd,"1,002,307.30","1,246,156.59"
23294 ,Pick up dead animal(s), 07/24/2015, 07/27/2015,CLOSED,701 Fairway Dr,"1,006,071.05","1,251,143.04"
23295 ,Pick up miscellaneous debris, 07/24/2015, 07/27/2015,CLOSED,1100 W Springfield Ave*,"1,003,715.26","1,254,973.25"
23296 ,Pick up miscellaneous debris, 07/24/2015, 07/27/2015,CLOSED,610 Haines Blvd,"1,006,649.93","1,252,001.75"
23297 ,Pick up miscellaneous debris, 07/24/2015, 07/27/2015,CLOSED,514 N Neil St,"1,009,427.38","1,257,797.15"
23298 ,Pick up abandoned bicycle(s), 07/24/2015, 07/27/2015,CLOSED,2706 Worcester Dr,"995,889.64","1,248,786.04"
23299 ,Tree removal, 07/24/2015, 07/27/2015,CLOSED,608 Western Ave,"1,000,453.69","1,253,813.52"
23300 ,Water leak, 07/24/2015, 07/27/2015,CLOSED,814 Charles St,"1,005,524.97","1,252,714.34"
23301 ,Tree pruning, 07/24/2015, 08/11/2015,CLOSED,1808 Emerson Dr,"996,601.32","1,248,202.94"
23302 ,Loose manhole cover, 07/24/2015, 07/27/2015,CLOSED,41 Main St,"1,009,983.77","1,256,836.85"
23303 ,Tree pruning, 07/24/2015, 07/28/2015,CLOSED,2900 Greystone Pl*,"995,126.69","1,240,584.41"
23304 ,Blade or grade alley, 07/24/2015, 07/28/2015,CLOSED,303 E John St,"1,011,741.89","1,253,540.55"
23305 ,Tree branch on ROW needs to picked up, 07/24/2015, 07/27/2015,CLOSED,S Victor St & W Clark St,"1,000,601.30","1,255,996.50"
23306 ,Pothole repair, 07/24/2015, 07/28/2015,CLOSED,2100-2248 Co Road 1500 North,"998,016.24","1,249,841.40"
23307 ,Pothole repair, 07/26/2015, 07/28/2015,CLOSED,407 South Prospect Avenue,"1,005,303.58","1,254,696.02"
23308 ,MIscellaneous issues, 07/26/2015, 07/27/2015,CLOSED,301-399 West Church Street,"1,008,055.32","1,256,983.71"
23309 ,Tree removal, 07/27/2015, 07/27/2015,CLOSED,1013 S Elm Blvd,"1,007,343.35","1,251,672.13"
23310 ,Tree inspection, 07/27/2015, 08/12/2015,CLOSED,719 Ashton Ln N,"1,006,328.16","1,246,975.23"
23311 ,Pick up abandoned bicycle(s), 07/27/2015, 07/27/2015,CLOSED,Park Haven Dr & Richards Ln,"1,007,141.53","1,247,775.10"
23312 ,Miscellaneous forestry request, 07/27/2015, 08/13/2015,CLOSED,3911 W Windsor Rd,"990,550.22","1,244,415.80"
23313 ,Sweeping of street, 07/26/2015, 07/28/2015,CLOSED,S Prairie St & W Springfield Ave,"1,007,992.50","1,254,944.10"
23314 ,Miscellaneous forestry request, 07/27/2015, 07/31/2015,CLOSED,10 Chester St*,"1,009,502.65","1,256,415.40"
23315 ,Misc. concrete request, 07/27/2015, 07/29/2015,CLOSED,Round Barn Rd & S Country Fair Dr,"998,372.90","1,254,395.00"
23316 ,Miscellaneous sewer call, 07/27/2015, 07/27/2015,CLOSED,S Prospect Ave & W University Ave,"1,005,360.80","1,256,275.50"
23317 ,Tree inspection, 07/27/2015, 08/13/2015,CLOSED,2014 Winchester Dr,"998,798.78","1,246,758.90"
23318 ,Traffic signal/sign issues, 07/27/2015, 07/28/2015,CLOSED,402 West Town Center Boulevard,"1,007,839.01","1,265,611.53"
23319 ,Miscellaneous forestry request, 07/27/2015, 08/13/2015,CLOSED,2206 Clover Ln,"999,415.24","1,245,887.46"
23320 ,Pothole repair, 07/27/2015, 07/28/2015,CLOSED,N New St & W Columbia Ave,"1,006,158.00","1,258,064.20"
23321 ,Pick up miscellaneous debris, 07/27/2015, 07/27/2015,CLOSED,100 E Windsor Rd*,"1,009,071.63","1,244,356.80"
23322 ,Water leak, 07/27/2015, 07/27/2015,CLOSED,E John St & S Fourth St,"1,012,168.80","1,253,649.70"
23323 ,Miscellaneous forestry request, 07/27/2015, 07/28/2015,CLOSED,2600 W Springfield Ave*,"996,402.80","1,255,062.83"
23324 ,Water leak, 07/27/2015, 07/28/2015,CLOSED,1111 Newbury Rd,"1,003,795.05","1,246,817.25"
23325 ,Request to repair a burnt out streetlight lamp, 07/27/2015, 07/28/2015,CLOSED,S Willis Ave & W Clark St,"1,004,704.50","1,255,933.70"
23326 ,TSR from Parking Programs, 07/27/2015, 11/13/2015,CLOSED,900 S Oak St*,"1,009,924.35","1,252,972.70"
23327 ,Tree pruning, 07/27/2015, 08/10/2015,CLOSED,2204 Plymouth Dr,"1,003,800.74","1,245,491.29"
23328 ,Tree removal, 07/28/2015, 07/28/2015,CLOSED,1721 CRESCENT DR,"998,174.45","1,248,721.21"
23329 ,Tree removal, 07/28/2015, 07/28/2015,CLOSED,502 W JOHN ST,"998,218.42","1,248,779.68"
23330 ,Tree pruning, 07/28/2015, 07/28/2015,CLOSED,1805 Scottsdale Dr,"996,902.44","1,248,477.49"
23331 ,Pick up dead animal(s), 07/28/2015, 07/29/2015,CLOSED,1525 Hedge Rd,"1,001,450.65","1,262,002.03"
23332 ,Misc. traffic request, 07/28/2015, 09/10/2015,CLOSED,E Springfield Ave & S Sixth St,"1,013,031.30","1,254,980.60"
23333 ,Tree pruning, 07/28/2015, 08/10/2015,CLOSED,1307 Broadmoor Dr,"1,002,586.64","1,248,103.57"
23334 ,Tree removal, 07/28/2015, 07/28/2015,CLOSED,2306 Southmoor Dr,"998,116.70","1,247,297.17"
23335 ,Tree pruning, 07/28/2015, 08/11/2015,CLOSED,1904 Broadmoor Dr,"999,452.95","1,248,329.75"
23336 ,Pick up dead animal(s), 07/28/2015, 07/29/2015,CLOSED,2800 W Windsor Rd*,"995,791.26","1,244,477.15"
23337 ,Tree pruning, 07/28/2015, 07/28/2015,CLOSED,607 N State St,"1,008,366.98","1,258,338.32"
23338 ,Tree removal, 07/28/2015, 07/28/2015,CLOSED,2112 Branch Rd,"998,893.62","1,245,622.62"
23339 ,Tree pruning, 07/28/2015, 07/28/2015,CLOSED,1107 W John St,"1,003,792.83","1,253,550.78"
23340 ,Tree removal, 07/28/2015, 07/28/2015,CLOSED,412 W SPRINGFIELD AVE,"1,007,594.52","1,255,022.93"
23341 ,Tree removal, 07/28/2015, 07/28/2015,CLOSED,308 S Elm St,"1,007,608.36","1,255,313.56"
23342 ,Tree removal, 07/28/2015, 07/28/2015,CLOSED,2005 Branch Rd,"999,546.18","1,245,501.75"
23343 ,Tree inspection, 07/28/2015, 07/30/2015,CLOSED,NE corner of Clark and Willis,"1,008,772.24","1,256,967.42"
23344 ,Repair to a streetlight needed, 07/28/2015, 08/04/2015,CLOSED,1124 West Armory Avenue,"1,003,453.41","1,252,379.65"
23345 ,Tree branch on ROW needs to picked up, 07/28/2015, 07/29/2015,CLOSED,1606 Union St,"1,001,101.67","1,255,361.92"
23346 ,Pick up miscellaneous debris, 07/28/2015, 07/29/2015,CLOSED,47-99 East Washington Street,"1,010,662.01","1,257,587.59"
23347 ,Standing water in street, 07/28/2015, 07/31/2015,CLOSED,N Victor St & W Park Ave,"1,000,592.20","1,256,693.10"
23348 ,Sewer backup, 07/28/2015, 07/31/2015,CLOSED,1012 W Green St,"1,004,255.46","1,254,132.26"
23349 ,Tree branch on ROW needs to picked up, 07/28/2015, 07/30/2015,CLOSED,1612 W University Ave,"1,000,958.59","1,256,402.41"
23350 ,Traffic signal that has lost power or is flashing, 07/28/2015, 07/29/2015,CLOSED,W Interstate Dr & N Mattis Ave,"1,000,007.10","1,268,080.30"
23351 ,Pick up miscellaneous debris, 07/29/2015, 07/29/2015,CLOSED,N Randolph St & W Columbia Ave,"1,008,899.30","1,258,064.70"
23352 ,Clean inlet, 07/29/2015, 07/29/2015,CLOSED,N Willis Ave & W Church St,"1,004,682.20","1,256,999.30"
23353 ,Tree branch on ROW needs to picked up, 07/29/2015, 07/29/2015,CLOSED,918 W White St,"1,004,772.49","1,255,675.47"
23354 ,Shoulder repair, 07/29/2015, 09/11/2015,CLOSED,2604 Campbell Dr,"1,001,931.95","1,266,523.51"
23355 ,Clean inlet, 07/29/2015, 07/29/2015,CLOSED,N Fair St & W Park Ave,"1,001,269.20","1,256,685.40"
23356 ,Pick up dead animal(s), 07/29/2015, 07/31/2015,CLOSED,2504 Waterbury Pl,"996,809.41","1,244,775.98"
23357 ,Tree inspection, 07/29/2015, 08/17/2015,CLOSED,2530 Windward Blvd,"1,001,896.44","1,243,459.30"
23358 ,Shoulder repair, 07/29/2015, 08/10/2015,CLOSED,606 1/2 S Country Fair Dr,"998,506.32","1,253,953.29"
23359 ,Tree hanger, 07/29/2015, 07/29/2015,CLOSED,1507 W CLARK ST,"1,001,649.97","1,255,905.11"
23360 ,Tree branch on ROW needs to picked up, 07/29/2015, 07/29/2015,CLOSED,1408 W Church St,"1,001,934.34","1,257,097.82"
23361 ,Miscellaneous forestry request, 07/29/2015, 08/05/2015,CLOSED,805 La Sell Dr,"1,005,664.56","1,250,733.92"
23362 ,Asphalt repair for sidewalk tripper, 07/29/2015, 08/12/2015,CLOSED,1005 W White St,"1,004,518.63","1,255,505.33"
23363 ,Storm sewer problem/request, 07/29/2015, 07/29/2015,CLOSED,1006 W Church St,"1,004,528.43","1,257,086.43"
23364 ,MIscellaneous issues, 07/29/2015, 07/31/2015,CLOSED,101 North Walnut Street,"1,009,599.68","1,256,414.35"
23365 ,Concrete sidewalk repair, 07/29/2015, 08/03/2015,CLOSED,804 N Randolph St,"1,008,949.38","1,258,693.23"
23366 ,Pothole repair, 07/29/2015, 08/10/2015,CLOSED,2200 W Kirby Ave*,"998,009.65","1,249,738.93"
23367 ,Pothole repair, 07/29/2015, 08/04/2015,CLOSED,816 Dennison Dr,"1,005,685.57","1,260,757.73"
23368 ,Miscellaneous street problem, 07/29/2015, 07/29/2015,CLOSED,701 W Hill St,"1,006,266.13","1,257,266.10"
23369 ,Asphalt repair for sidewalk tripper, 07/29/2015, 08/04/2015,CLOSED,2104 O Donnell Drive,"1,002,673.14","1,246,330.91"
23370 ,Tree hanger, 07/30/2015, 07/30/2015,CLOSED,37 Ashley Ln,"1,006,679.96","1,247,528.08"
23371 ,Request to repair a burnt out streetlight lamp, 07/30/2015, 07/31/2015,CLOSED,E Green St & S Fourth St,"1,012,162.00","1,254,091.00"
23372 ,Request to repair a burnt out streetlight lamp, 07/30/2015, 08/05/2015,CLOSED,1017 W Park Ave,"1,004,109.94","1,256,557.51"
23373 ,Miscellaneous street problem, 07/30/2015, 08/04/2015,CLOSED,209 E Church St,"1,011,497.60","1,256,957.62"
23374 ,Miscellaneous forestry request, 07/30/2015, 09/04/2015,CLOSED,1508 Holly Hill Dr,"1,001,826.14","1,261,691.99"
23375 ,Concrete street repair, 07/30/2015, 08/11/2015,CLOSED,Find Dennison Dr,"1,005,757.65","1,260,684.00"
23376 ,Request to repair a streetlight, 07/30/2015, 12/07/2015,CLOSED,S Edwin St & W John St,"1,003,056.50","1,253,608.40"
23377 ,Water leak, 07/30/2015, 07/31/2015,CLOSED,1608 Dobbins Dr,"1,000,756.64","1,265,571.95"
23378 ,Tree removal, 07/30/2015, 08/11/2015,CLOSED,2314 Butternut Ct,"998,580.06","1,244,928.46"
23379 ,Request to repair or replace a generic street sign, 07/30/2015, 08/26/2015,CLOSED,FIND S RANDOLPH ST & W GREEN ST,"1,008,910.33","1,256,108.25"
23380 ,Tree pruning, 07/30/2015, 08/11/2015,CLOSED,1725 West Haven Dr,"1,006,827.32","1,248,566.61"
23381 ,Tree removal, 07/30/2015, 07/30/2015,CLOSED,2317 BUTTERNUT CT,"998,419.98","1,244,764.66"
23382 ,Tree hanger, 07/30/2015, 07/30/2015,CLOSED,1221 W Daniel St,"1,002,801.56","1,253,255.34"
23383 ,Sewer backup, 07/30/2015, 07/31/2015,CLOSED,1004 Westfield Dr,"996,506.10","1,252,121.25"
23384 ,Signal not cycling properly, 07/30/2015, 08/13/2015,CLOSED,E Kirby Ave & S Oak St,"1,009,955.70","1,249,641.00"
23385 ,Sweeping of street, 07/30/2015, 08/19/2015,CLOSED,1500 Mayfair Rd*,"1,002,262.16","1,249,843.63"
23386 ,Tree inspection, 07/31/2015, 08/10/2015,CLOSED,1203 MAYFAIR RD,"1,001,533.23","1,251,535.18"
23387 ,Plumbing repair, 07/31/2015, 08/03/2015,CLOSED,702 Edgebrook Dr,"1,006,489.37","1,262,003.43"
23388 ,Tree inspection, 07/31/2015, 08/10/2015,CLOSED,901 PARK LANE DR,"1,005,347.94","1,243,225.41"
23389 ,Tree inspection, 07/31/2015, 08/10/2015,CLOSED,1513 Summit Ridge Rd,"1,000,215.93","1,262,080.02"
23390 ,Lights out in/on City properties, 07/31/2015, 08/05/2015,CLOSED,702 Edgebrook Dr,"1,006,489.37","1,262,003.43"
23391 ,Tree branch on ROW needs to picked up, 07/31/2015, 08/05/2015,CLOSED,Clayton Rd & N Duncan Rd,"994,807.20","1,258,494.50"
23392 ,Misc. request/problem involving City facilities, 07/31/2015, 08/05/2015,CLOSED,102 N Neil St,"1,009,517.05","1,256,347.04"
23393 ,Pick up abandoned bicycle(s), 07/31/2015, 07/31/2015,CLOSED,82 E University Ave,"1,010,563.21","1,256,413.35"
23394 ,Pick up garbage, 07/31/2015, 07/31/2015,CLOSED,200 W Green St*,"1,008,692.60","1,254,049.57"
23395 ,Pothole repair, 07/31/2015, 08/04/2015,CLOSED,Champaign St & E Beardsley Ave,"1,010,363.30","1,259,830.00"
23396 ,Pick up dead animal(s), 07/31/2015, 07/31/2015,CLOSED,407 Fairview Dr,"1,007,931.46","1,260,715.04"
23397 ,Request to repair a burnt out streetlight lamp, 07/30/2015, 08/13/2015,CLOSED,45 E University Ave,"1,010,038.15","1,256,139.13"
23398 ,Pick up miscellaneous debris, 07/31/2015, 07/31/2015,CLOSED,203 W Vine St,"1,008,759.85","1,258,346.94"
23399 ,Pick up miscellaneous debris, 07/31/2015, 07/31/2015,CLOSED,705 S Prairie St,"1,007,913.79","1,253,455.88"
23400 ,Tree inspection, 07/31/2015, 08/06/2015,CLOSED,705 S Prairie St,"1,007,913.79","1,253,455.88"
23401 ,Tree branch on ROW needs to picked up, 07/31/2015, 08/05/2015,CLOSED,N Randolph St & W Vine St,"1,008,897.00","1,258,409.70"
23402 ,Report of a traffic signal that has been damaged, 07/31/2015, 08/04/2015,CLOSED,I74 & N Prospect Ave,"1,005,321.05","1,263,098.90"
23403 ,Misc. concrete request, 07/31/2015, 12/21/2015,CLOSED,Country Lake Dr & O' Donnell Dr,"1,002,665.30","1,245,846.00"
23404 ,Place/fix delineator, 07/31/2015, 08/17/2015,CLOSED,1402 Country Lake Dr,"1,002,566.60","1,245,929.76"
23405 ,Pick up furniture, 07/31/2015, 08/06/2015,CLOSED,506 W Green St,"1,007,332.58","1,254,118.62"
23406 ,Sweeping of street, 07/31/2015, 08/04/2015,CLOSED,1900 N Mattis Ave*,"999,953.30","1,263,626.24"
23407 ,Pick up abandoned bicycle(s), 08/03/2015, 08/03/2015,CLOSED,1901 Cynthia Dr,"1,000,513.45","1,263,447.36"
23408 ,Pothole repair, 08/03/2015, 08/04/2015,CLOSED,2608 Nottingham Ct S,"1,004,951.04","1,243,352.23"
23409 ,Pick up dead animal(s), 08/03/2015, 08/03/2015,CLOSED,1708 Hedge Rd,"1,000,379.95","1,262,653.47"
23410 ,Sewer backup, 07/31/2015, 08/03/2015,CLOSED,1106 Crescent Dr,"998,904.83","1,251,923.07"
23411 ,Sewer backup, 08/03/2015, 08/03/2015,CLOSED,510 Hessel Blvd,"1,007,051.14","1,251,299.89"
23412 ,Asphalt repair for sidewalk tripper, 08/03/2015, 08/04/2015,CLOSED,4305 Crossgate Dr,"989,142.79","1,246,749.84"
23413 ,Tree pruning, 08/03/2015, 08/05/2015,CLOSED,1013 Hadley Dr,"1,004,605.91","1,245,092.60"
23414 ,Pick up abandoned bicycle(s), 08/03/2015, 08/03/2015,CLOSED,2409 Carrelton Dr,"997,340.32","1,250,670.86"
23415 ,Request to repair a streetlight, 08/03/2015, 08/27/2015,CLOSED,S Neil St & W Springfield Ave,"1,009,380.60","1,254,929.50"
23416 ,Pothole repair, 08/03/2015, 08/04/2015,CLOSED,1719 S Prospect Ave,"1,005,229.96","1,248,586.69"
23417 ,Sewer backup, 08/03/2015, 08/03/2015,CLOSED,1015 Hollycrest Dr,"999,050.15","1,251,962.15"
23418 ,Misc. asphalt request, 08/03/2015, 08/04/2015,CLOSED,2100 Bristol Rd*,"1,004,602.70","1,246,153.82"
23419 ,Pothole repair, 08/03/2015, 08/04/2015,CLOSED,600 Chalmers St*,"1,013,272.95","1,252,847.04"
23420 ,Tree inspection, 08/03/2015, 08/06/2015,CLOSED,711 S Prairie St,"1,007,918.76","1,253,280.40"
23421 ,Sewer backup, 08/03/2010, 08/03/2015,CLOSED,910 Holiday Dr,"999,803.87","1,252,812.95"
23422 ,Tree inspection, 08/03/2015, 08/05/2015,CLOSED,507 W Park Ave,"1,007,244.26","1,256,562.45"
23423 ,Pick up dead animal(s), 08/03/2015, 08/06/2015,CLOSED,S James St & W John St,"1,003,389.40","1,253,613.10"
23424 ,Miscellaneous forestry request, 08/03/2015, 08/04/2015,CLOSED,First & Kirby,"1,010,943.74","1,249,641.04"
23425 ,Special project for another department, 08/03/2015, 08/05/2015,CLOSED,111 Bellefontaine St,"1,011,029.51","1,261,033.70"
23426 ,Tree hanger, 08/04/2015, 08/05/2015,CLOSED,706 W Springfield Ave,"1,006,134.24","1,255,034.97"
23427 ,Pick up miscellaneous debris, 08/04/2015, 08/06/2015,CLOSED,S Duncan Rd & W John St,"994,854.10","1,253,748.00"
23428 ,Sinkhole repair, 08/04/2015, 08/06/2015,CLOSED,2606 Campbell Dr,"1,001,935.81","1,266,583.92"
23429 ,Asphalt repair for sidewalk tripper, 08/04/2015, 08/05/2015,CLOSED,1803 Stratford Dr,"995,643.67","1,248,592.02"
23430 ,Pothole repair, 08/04/2015, 08/19/2015,CLOSED,800 Dennison Dr*,"1,005,757.65","1,260,684.00"
23431 ,"Miscellaneous mowing: lots, ROW, etc.", 08/04/2015, 08/11/2015,CLOSED,208 Briar Ln,"1,008,787.74","1,262,043.41"
23432 ,Sinkhole repair, 08/04/2015, 10/01/2015,CLOSED,N Randolph St & W Church St,"1,008,905.00","1,257,003.00"
23433 ,Barricade set up for misc. issues, 08/04/2015, 08/06/2015,CLOSED,1113 W Green St,"1,003,594.09","1,253,915.01"
23434 ,Tree inspection, 08/04/2015, 08/06/2015,CLOSED,1905 Southwood Dr,"999,482.34","1,248,474.15"
23435 ,Sinkhole repair, 08/04/2015, 10/01/2015,CLOSED,100 W Church St*,"1,009,135.07","1,257,006.51"
23436 ,Asphalt repair for sidewalk tripper, 08/04/2015, 08/05/2015,CLOSED,3006 Ladue Dr,"994,556.63","1,259,316.53"
23437 ,Tree inspection, 08/04/2015, 08/06/2015,CLOSED,2904 Cherry Hills Dr,"995,557.62","1,241,852.63"
23438 ,Concrete sidewalk repair, 08/04/2015, 08/12/2015,CLOSED,4304 Southford Trace Drive,"988,817.21","1,247,517.68"
23439 ,Request to repair or replace a stop sign, 08/05/2015, 08/05/2015,CLOSED,N Randolph St & W Church St,"1,008,905.00","1,257,003.00"
23440 ,Pothole repair, 08/05/2015, 08/10/2015,CLOSED,4700 W Kirby Ave*,"986,864.63","1,249,866.53"
23441 ,Tree inspection, 08/05/2015, 08/06/2015,CLOSED,3925 Rockdale Dr,"990,285.24","1,260,879.23"
23442 ,Asphalt repair for sidewalk tripper, 08/05/2015, 08/12/2015,CLOSED,2903 Valley Brook Dr,"995,657.22","1,245,009.52"
23443 ,Pick up miscellaneous debris, 08/05/2015, 08/06/2015,CLOSED,E Healey St & S Fourth St,"1,012,155.30","1,254,532.20"
23444 ,Storm damaged tree(s), 08/05/2015, 08/06/2015,CLOSED,415 W Beardsley Ave,"1,007,563.36","1,259,910.44"
23445 ,Storm damaged tree(s), 08/05/2015, 08/06/2015,CLOSED,412 W Eureka St,"1,007,681.55","1,259,711.42"
23446 ,Request to repair a streetlight, 08/05/2015, 08/13/2015,CLOSED,1111 W Washington St,"1,003,648.58","1,257,664.30"
23447 ,Clean inlet, 08/05/2015, 08/07/2015,CLOSED,2800 Carrelton Dr*,"995,583.81","1,250,826.55"
23448 ,Tree inspection, 08/05/2015, 08/05/2015,CLOSED,1728 Lakeside Dr,"1,001,426.46","1,248,218.36"
23449 ,Misc. request/problem involving City facilities, 08/05/2015, 08/07/2015,CLOSED,713 Edgebrook Dr,"1,006,377.25","1,261,726.14"
23450 ,Request to repair or replace a generic street sign, 08/06/2015, 08/13/2015,CLOSED,300 S Country Fair Dr*,"998,388.07","1,255,335.93"
23451 ,Sweeping of street, 08/06/2015, 08/11/2015,CLOSED,5 Litchfield Ln,"1,006,020.44","1,247,655.99"
23452 ,Tree inspection, 08/06/2015, 08/07/2015,CLOSED,501 S Prairie St,"1,007,908.93","1,254,529.17"
23453 ,Pick up miscellaneous debris, 08/06/2015, 08/07/2015,CLOSED,Cardinal Rd & Bloomington Rd,"996,581.80","1,266,527.90"
23454 ,Traffic signal/sign issues, 08/06/2015, 10/26/2015,CLOSED,154-198 North Neil Street,"1,009,374.29","1,256,664.00"
23455 ,Traffic signal/sign issues, 08/06/2015, 10/21/2015,CLOSED,661-699 South 3rd Street,"1,011,638.64","1,254,271.39"
23456 ,Tree pruning, 08/06/2015, 08/22/2015,CLOSED,702 S Lynn St,"1,007,177.22","1,253,568.02"
23457 ,Clean inlet, 08/06/2015, 08/07/2015,CLOSED,Carrelton Dr & Westfield Dr,"996,419.40","1,250,941.80"
23458 ,Miscellaneous street problem, 08/06/2015, 08/11/2015,CLOSED,1713 Mayfair Rd,"1,001,901.17","1,248,419.60"
23459 ,Tree removal, 08/06/2015, 08/06/2015,CLOSED,3409 Edward Hoffman Dr,"992,816.48","1,260,078.49"
23460 ,Pick up furniture, 08/06/2015, 08/07/2015,CLOSED,Cardinal Rd & Bloomington Rd,"996,581.80","1,266,527.90"
23461 ,Misc. asphalt request, 08/06/2015, 08/10/2015,CLOSED,2100 Round Barn Rd*,"998,579.78","1,254,390.40"
23462 ,Misc. concrete request, 08/06/2015, 08/12/2015,CLOSED,601 W Healey St,"1,006,991.66","1,254,529.06"
23463 ,Sinkhole repair, 08/06/2015, 09/10/2015,CLOSED,1008 Maple St,"1,004,407.25","1,258,746.81"
23464 ,Tree pruning, 08/06/2015, 08/22/2015,CLOSED,809 W Green St,"1,005,590.19","1,253,946.43"
23465 ,Concrete sidewalk repair, 08/06/2015, 08/06/2015,CLOSED,205 E Green St,"1,011,375.22","1,253,956.19"
23466 ,Misc. asphalt request, 08/06/2015, 08/06/2015,CLOSED,900 W Columbia Ave*,"1,005,011.36","1,258,101.35"
